"","country","year","cic","country_code","gdp","cd","log_cd","log_cic","interest_rates_imf","country_code.y","tax_gdp","uncertainty","eci","eci_2","overall_score","property_rights","government_integrity","judicial_effectiveness","tax_burden","government_spending","business_freedom","monetary_freedom","trade_freedom","investment_freedom","financial_freedom","region"
"396","Brazil",2014,2.20854e+11,"BRA",5.78e+12,0.0382100346020761,-3.26465711194729,26.1207676866655,11.75,"BRA",12.76168468,0.253388075,-0.151225,0.351105,56.9,50,"37.9","N/A",68.8,54.1,53.8,69.9,"69.3","55.0",60,"Latin America and The Caribbean"
"397","Bulgaria",2014,11586940000,"BGR",8.3756e+10,0.138341611347247,-1.97802920814552,23.173144438731,0.02,"BGR",19.5253152,0.390314175,0.290812,0.391629,65.7,30,"35.2","N/A",91.2,64.5,73.5,79.6,"87.8","55.0",60,"Europe and Central Asia"
"398","Canada",2014,70023537000,"CAN",1.99e+12,0.0351877070351759,-3.347058489329,24.972097265336,1,"CAN",11.83636656,0.0301988,0.411362,0.695561,80.2,90,"87.7","N/A",79.7,47.3,89.3,76.3,"88.3","80.0",80,"North America"
"399","Chile",2014,7578075865127,"CHL",1.49e+14,0.0508595695646107,-2.97868698216572,29.6562804397083,3,"CHL",16.9701562,0.126432975,-0.532363,-0.126211,78.7,90,"72.3","N/A",76.5,83.8,69.3,84.1,"82.0","90.0",70,"Latin America and The Caribbean"
"400","Colombia",2014,56393794434000,"COL",7.63e+14,0.0739106086946265,-2.6048989065999,31.6633802406131,4.5,"COL",15.69974837,0.21571595,-0.194463,0.174145,70.7,50,"33.2","N/A",80.6,74.9,85.2,78.8,"78.8","75.0",70,"Latin America and The Caribbean"
"401","Costa Rica",2014,988496917463,"CRI",2.72e+13,0.0363417984361397,-3.31478672807686,27.6194513611536,5.25,"CRI",13.41665899,0.13137475,0.093993,-0.088551,66.9,50,"50.9","N/A",80,90,64.9,76.3,"83.8","70.0",50,"Latin America and The Caribbean"
"402","Dominican Republic",2014,104707329902.58,"DOM",2.88e+12,0.0363567117717292,-3.31437644908336,25.374434960993,6.25,"DOM",13.61038485,0.107607775,-0.40546,-0.49685,61.3,30,"27.3","N/A",83.7,92.3,56.1,75.7,"77.8","75.0",40,"Latin America and The Caribbean"
"403","Georgia",2014,2462108453.87,"GEO",29150500000,0.0844619630493474,-2.47145398739092,21.6242839148636,4,"GEO",23.48844788,0.3351553,-0.457954,-0.392979,72.6,40,"42.8","N/A",87.3,69.7,87.8,78.4,"88.6","80.0",60,"Europe and Central Asia"
"404","Ghana",2014,7742207750,"GHA",1.55e+11,0.0499497274193548,-2.99673823097244,22.7699527228932,21,"GHA",10.94021522,0.260787125,-1.47184,-1.22961,64.2,50,"40.4","N/A",85.4,83.3,62.6,65.8,"64.8","70.0",60,"Sub-Saharan Africa"
"405","Guatemala",2014,29164400126.28,"GTM",4.54e+11,0.0642387667979736,-2.74514840632158,24.0962146286662,4,"GTM",10.81807024,0.2170457,-0.412311,-0.342852,61.2,25,"28.7","N/A",79.6,93.6,58.4,76.7,"85.4","65.0",50,"Latin America and The Caribbean"
"406","Honduras",2014,26394842373.93,"HND",4.15e+11,0.0636020298166988,-2.75510989378845,23.9964344633887,7,"HND",16.54263824,0.25370125,-0.370913,-0.498779,57.1,30,"23.7","N/A",84.9,79.8,55.4,75.1,"75.4","60.0",60,"Latin America and The Caribbean"
"407","India",2014,1.448312e+13,"IND",1.25e+14,0.11586496,-2.15532990394171,30.3040049492891,8,"IND",9.984654191,0.177005125,-0.014696,0.851584,55.7,50,"31.5","N/A",79.4,77.8,37.7,65.5,"65.6","35.0",40,"South Asia"
"408","Israel",2014,63194130553,"ISR",1.11e+12,0.0569316491468468,-2.86590386846318,24.8694772627896,0.25,"ISR",23.17181773,0.2174539,1.14081,0.85479,68.4,75,"59.3","N/A",60.1,40.3,73.2,80.6,"82.9","80.0",70,"Middle East and North Africa"
"409","Jamaica",2014,74937086000,"JAM",1.54e+12,0.0486604454545455,-3.02288878723904,25.039914745115,5.75,"JAM",24.05563302,0.069815025,-0.787602,-1.38448,66.7,40,"33.0","N/A",77.2,69.4,84.6,77.3,"75.1","85.0",50,"Latin America and The Caribbean"
"410","Jordan",2014,4177854000,"JOR",2.5598e+10,0.16321017266974,-1.81271650585955,22.1530635545205,2.75,"JOR",15.77154465,0.024392625,-0.010019,-0.361365,69.2,60,"45.6","N/A",94,66.9,62,81.3,"79.6","70.0",60,"Middle East and North Africa"
"411","Kazakhstan",2014,1382183108084.49,"KAZ",3.97e+13,0.0348156954177453,-3.35768697612834,27.9546853274934,5.5,"KAZ",14.19343274,0.21883505,-1.00924,-0.250016,63.7,30,"25.7","N/A",92.9,85,74.4,74.4,"78.2","40.0",50,"Europe and Central Asia"
"412","Kenya",2014,221929515258.3,"KEN",5.4e+12,0.0410980583811667,-3.19179439993,26.1256256695688,8.5,"KEN",16.87697939,0.270560925,-0.51908,-0.934165,57.1,30,"21.0","N/A",78,74.6,55.8,74.9,"72.8","50.0",50,"Sub-Saharan Africa"
"413","Malaysia",2014,77734604008.49,"MYS",1.11e+12,0.0700311747824234,-2.65881478203883,25.076566349214,3.25,"MYS",14.84079071,0.043889675,0.828817,0.907908,69.6,55,"44.3","N/A",84.6,75.6,85.6,81,"76.4","55.0",60,"East Asia and Pacific"
"414","Mexico",2014,1.062892e+12,"MEX",1.75e+13,0.0607366857142857,-2.80120738597862,27.6920146108794,3,"MEX",10.63196811,0.1322813,0.953003,1.0197,66.8,50,"29.7","N/A",80.9,78.9,76.8,77.4,"85.6","70.0",60,"Latin America and The Caribbean"
"415","Moldova",2014,19216996641.26,"MDA",1.33e+11,0.144488696550827,-1.9345539990511,23.6790609661171,6.5,"MDA",16.63749486,0.21680175,-0.103664,0.029586,57.3,40,"29.5","N/A",85.8,54.4,70.1,75,"80.1","50.0",50,"Europe and Central Asia"
"416","Mongolia",2014,809617035000,"MNG",2.22e+13,0.0364692358108108,-3.31128622829359,27.4198271765132,12,"MNG",12.90163424,0.0890833,-1.55696,-2.93534,58.9,30,"28.2","N/A",81.8,39.1,71.8,72.4,"74.7","50.0",60,"East Asia and Pacific"
"417","New Zealand",2014,5743859000,"NZL",2.42e+11,0.0237349545454545,-3.74080644206582,22.4713971210373,3.5,"NZL",26.82236744,0.0925432,-0.119421,-0.016548,81.2,95,"94.0","N/A",71.2,32.3,96.1,86.3,"86.8","80.0",80,"East Asia and Pacific"
"418","Paraguay",2014,10615180204100,"PRY",1.8e+14,0.0589732233561111,-2.83067177951545,29.9933061873033,6.75,"PRY",9.769710003,0.090795725,-1.10231,-0.549455,62,30,"20.5","N/A",96.2,89,58,80.9,"81.1","75.0",60,"Latin America and The Caribbean"
"419","Peru",2014,47543004057.04,"PER",5.71e+11,0.0832627041279159,-2.48575455962698,24.5849004869754,3.5,"PER",16.70375816,0.1242657,-0.956349,-0.562083,67.4,40,"34.0","N/A",79.1,89.1,70.6,83.3,"87.0","70.0",60,"Latin America and The Caribbean"
"420","Philippines",2014,929501959495.5,"PHL",1.26e+13,0.0737699967853571,-2.60680317766249,27.5579147522235,4,"PHL",13.60544233,0.062833975,0.477815,0.65094,60.1,30,"26.1","N/A",79.2,92.3,59.9,78,"75.5","60.0",50,"East Asia and Pacific"
"421","Singapore",2014,3.4419e+10,"SGP",3.99e+11,0.0862631578947368,-2.45035267940475,24.2618745744315,0.684166666666667,"SGP",13.55655713,0,1.71171,1.26867,89.4,90,"91.9","N/A",91.2,91.2,96.8,81.5,"90.0","85.0",80,"East Asia and Pacific"
"422","South Africa",2014,131333482037.8,"ZAF",3.81e+12,0.0344707301936483,-3.36764471522405,25.6010055898431,5.75,"ZAF",26.54119201,0.494686575,-0.204966,0.248038,62.5,50,"41.6","N/A",68.7,69.1,74.5,75.3,"76.1","55.0",60,"Sub-Saharan Africa"
"423","Sweden",2014,8.3224e+10,"SWE",3.94e+12,0.0211228426395939,-3.85740023452339,25.144801604715,1,"SWE",26.27641988,0.419254675,1.6459,1.114,73.1,90,"92.3","N/A",42.9,21.4,91.1,82.5,"87.8","90.0",80,"Europe and Central Asia"
"424","Switzerland",2014,6.2697e+10,"CHE",6.5e+11,0.0964569230769231,-2.33865876328546,24.8615794365506,0.25,"CHE",9.401768206,0.32018265,1.99456,1.36414,81.6,90,"88.1","N/A",68.9,65.7,75.4,85.2,"90.0","85.0",80,"Europe and Central Asia"
"425","Thailand",2014,1503678885229.9,"THA",1.32e+13,0.113915067062871,-2.17230213402155,28.0389358114993,2,"THA",15.80834265,0.296913125,0.955651,0.961017,63.3,45,"33.6","N/A",79.7,83.6,71.4,68.6,"75.0","45.0",70,"East Asia and Pacific"
"426","Togo",2014,181751300000,"TGO",2.26e+12,0.0804209292035398,-2.52048082319603,25.9259051060167,2.5,"TGO",18.39938624,0.215739825,-0.462205,-1.26051,49.9,30,"23.8","N/A",69.7,82.4,43.3,79.3,"62.8","35.0",30,"Sub-Saharan Africa"
"427","Turkey",2014,85118221699.5,"TUR",2.04e+12,0.0417246184801471,-3.17666395315137,25.1673069706333,7.5,"TUR",18.0698217,0.392007375,0.378481,0.659361,64.9,50,"44.0","N/A",77.5,63.5,67.6,71.8,"84.5","70.0",60,"Europe and Central Asia"
"428","United Kingdom",2014,5.623e+10,"GBR",1.84e+12,0.0305597826086957,-3.48807042829892,24.7527162592505,0.5,"GBR",24.83523514,0.238020825,1.40296,1.15168,74.9,90,"76.4","N/A",56.6,29.5,92,73.5,"87.8","90.0",80,"Europe and Central Asia"
"429","United States",2014,1.294247e+12,"USA",1.75e+13,0.0739569714285714,-2.60427182207704,27.888950174781,0.125,"USA",10.95153383,0.147042175,1.30167,1.13702,75.5,80,"72.0","N/A",65.8,48.1,89.2,75.4,"86.8","70.0",70,"North America"
"430","Albania",2015,2.3922e+11,"ALB",1.43e+12,0.167286713286713,-1.78804609263263,26.2006494675677,1.75,"ALB",18.51578986,0.2394774,-0.896511,-0.360143,65.7,30,"31.0","N/A",87.2,76.1,70.6,80.8,"87.8","70.0",70,"Europe and Central Asia"
"431","Argentina",2015,4.78777e+11,"ARG",5.95e+12,0.0804667226890756,-2.51991156276822,26.8945007727179,33.001,"ARG",12.33650694,0.36072255,0.462111,-0.188967,44.1,15,"34.0","N/A",66.8,41.2,52.8,59.6,"68.8","30.0",30,"Latin America and The Caribbean"
"432","Australia",2015,7.1924e+10,"AUS",1.62e+12,0.0443975308641975,-3.11457142225704,24.9988758429158,2,"AUS",22.002263,0.1742644,0.0971997,-0.11783,81.4,90,"81.0","N/A",63.7,61.8,94.1,85.3,"86.4","80.0",90,"East Asia and Pacific"
"433","Azerbaijan",2015,5417048968.81,"AZE",54380100000,0.0996145459241524,-2.3064470816397,22.4128170334207,3,"AZE",15.60313423,0.23723205,-0.674689,-0.768319,61,20,"28.0","N/A",88.1,59.7,74.5,79.8,"76.0","55.0",50,"Europe and Central Asia"
"434","Belarus",2015,2114630700,"BLR",89909810000,0.0235194657846569,-3.74992686944704,21.4721460242695,25,"BLR",14.17309447,0.057530775,0.836874,0.653686,49.8,20,"29.0","N/A",86.4,54.7,72,44.5,"81.0","20.0",10,"Europe and Central Asia"
"435","Brazil",2015,2.25485e+11,"BRA",6e+12,0.0375808333333333,-3.28126111032694,26.1415194748297,14.25,"BRA",12.82486326,0.42977295,0.696066,0.361846,56.6,50,"42.0","N/A",68.4,50.9,53.6,69.4,"69.6","50.0",60,"Latin America and The Caribbean"
"436","Bulgaria",2015,1.2725e+10,"BGR",88575200000,0.143663237565368,-1.94028334628587,23.266834399383,0.01,"BGR",20.20137126,0.359879525,0.358694,0.416352,66.8,30,"41.0","N/A",91,64.5,68.5,83.2,"88.0","65.0",60,"Europe and Central Asia"
"437","Canada",2015,75496908000,"CAN",1.99e+12,0.0379381447236181,-3.27179821594457,25.0473575387204,0.5,"CAN",12.41860444,0.19253435,1.12953,0.682508,79.1,90,"81.0","N/A",79.9,48.3,89,77.9,"88.4","80.0",80,"North America"
"438","Chile",2015,8417693635719,"CHL",1.6e+14,0.0526105852232437,-2.9448379394989,29.7613569916635,3.35,"CHL",17.44376183,0.337096425,0.0316813,-0.111206,78.5,90,"71.0","N/A",76.5,83.3,69.3,85.6,"82.0","90.0",70,"Latin America and The Caribbean"
"439","Colombia",2015,66739488434000,"COL",8.05e+14,0.0829061968124224,-2.49004546918315,31.831817924164,5.75,"COL",15.79726266,0.21958045,0.0953318,0.194997,71.7,50,"36.0","N/A",80.3,76,81.5,80.1,"81.2","80.0",70,"Latin America and The Caribbean"
"440","Costa Rica",2015,1050685820180,"CRI",2.93e+13,0.0358595843064846,-3.32814440299491,27.6804642289567,2.25,"CRI",13.65709299,0.18480245,0.135131,-0.036409,67.2,50,"53.0","N/A",80,89.9,64.5,75.8,"83.8","70.0",50,"Latin America and The Caribbean"
"441","Dominican Republic",2015,111539105688.97,"DOM",3.1e+12,0.0359803566738613,-3.32478213739434,25.4376410900253,5,"DOM",13.24999603,0.12373815,-0.422355,-0.520992,61,30,"29.0","N/A",84.1,87.1,53.5,76,"77.8","75.0",40,"Latin America and The Caribbean"
"442","Georgia",2015,2503731809.63,"GEO",31755600000,0.0788437884854955,-2.54028674501732,21.6410481796678,8,"GEO",23.77407449,0.431684875,-0.13572,-0.339992,73,40,"49.0","N/A",87.2,73.8,88.6,82.7,"88.6","80.0",60,"Europe and Central Asia"
"443","Ghana",2015,9536521368.32,"GHA",1.8e+11,0.0529806742684444,-2.93782806837049,22.9783946194661,26,"GHA",18.26215239,0.152144625,-1.04762,-1.10084,63,50,"46.0","N/A",84.6,70.8,62.5,69.2,"64.8","65.0",60,"Sub-Saharan Africa"
"444","Guatemala",2015,33308095059.56,"GTM",4.88e+11,0.0682542931548361,-2.68451494352784,24.2290662992717,3,"GTM",10.21308967,0.26682475,-0.555447,-0.342653,60.4,20,"29.0","N/A",79.6,94.1,54.7,76.8,"84.6","65.0",50,"Latin America and The Caribbean"
"445","Honduras",2015,29452370697.67,"HND",4.6e+11,0.0640268928210217,-2.74845208355344,24.1060402428761,6.25,"HND",17.34447206,0.1768158,-0.844833,-0.494988,57.4,30,"26.0","N/A",84.9,78.7,53.2,75.4,"77.6","60.0",60,"Latin America and The Caribbean"
"446","India",2015,1.663463e+13,"IND",1.38e+14,0.120540797101449,-2.11576701819442,30.4425077828913,6.75,"IND",10.56970905,0.211966625,0.254162,0.847024,54.6,55,"36.0","N/A",79.4,78.3,43.3,65.3,"64.6","35.0",40,"South Asia"
"447","Israel",2015,73486866201,"ISR",1.17e+12,0.0628092873512821,-2.76765232868303,25.0203725360552,0.0999999642372131,"ISR",23.28071506,0.1173937,1.23759,0.869468,70.5,75,"61.0","N/A",61.9,47.8,72.4,81.6,"88.6","80.0",70,"Middle East and North Africa"
"448","Jamaica",2015,84294723000,"JAM",1.66e+12,0.0507799536144578,-2.98025361616688,25.1575851021301,5.25,"JAM",24.81937684,0.061283575,-0.285952,-1.4375,67.7,40,"38.0","N/A",81.5,73.2,85.9,71.4,"75.0","85.0",50,"Latin America and The Caribbean"
"449","Jordan",2015,4336768000,"JOR",2.692e+10,0.161098365527489,-1.82574013455217,22.1903952071708,1.5,"JOR",15.21582467,0.174687425,-0.0543591,-0.40191,69.3,60,"45.0","N/A",93.7,70.7,59.1,80.6,"79.6","70.0",60,"Middle East and North Africa"
"450","Kazakhstan",2015,1494929686994.49,"KAZ",4.09e+13,0.0365508480927748,-3.30905088942286,28.0331002895544,16,"KAZ",9.835711552,0.4850412,0.0243757,-0.310973,63.3,25,"26.0","N/A",93.2,85,73.7,74.6,"79.0","40.0",50,"Europe and Central Asia"
"451","Kenya",2015,240930907090.9,"KEN",6.28e+12,0.0383647941227548,-3.26061505964464,26.207776036764,11.5,"KEN",16.25663539,0.3555673,-0.690631,-0.868874,55.6,30,"27.0","N/A",78,72.1,47.9,72.8,"64.0","50.0",50,"Sub-Saharan Africa"
"452","Malaysia",2015,88157303993.21,"MYS",1.16e+12,0.0759976758562155,-2.57705252000268,25.2023886010441,3.25,"MYS",14.28046125,0.20170395,0.938148,0.928129,70.8,55,"50.0","N/A",84.4,74,93.5,80.8,"80.0","55.0",60,"East Asia and Pacific"
"453","Mexico",2015,1239327040488.79,"MEX",1.86e+13,0.0666304860477844,-2.70859305770543,27.8455896389423,3.25,"MEX",12.79662196,0.182527625,1.15387,1.03857,66.4,50,"34.0","N/A",77.8,78,71.5,77.6,"85.6","70.0",60,"Latin America and The Caribbean"
"454","Moldova",2015,17044068333.93,"MDA",1.46e+11,0.116740194068014,-2.14780437681269,23.5590680818421,19.5,"MDA",16.40123682,0.19443565,-0.388113,-0.044257,57.5,40,"35.0","N/A",85.1,51.8,66.8,76.1,"79.8","50.0",50,"Europe and Central Asia"
"455","Mongolia",2015,706604879000,"MNG",2.32e+13,0.0304571068534483,-3.49143591785651,27.2837374767443,13,"MNG",11.76281408,0.0245074,-0.851358,-2.7369,59.2,30,"38.0","N/A",83.9,35.6,68.2,69.2,"74.8","50.0",60,"East Asia and Pacific"
"456","New Zealand",2015,6113029000,"NZL",2.54e+11,0.0240670433070866,-3.72691187199498,22.53368823197,2.5,"NZL",27.46937792,0.13983335,0.59338,-0.056598,82.1,95,"91.0","N/A",70.4,43,95.5,87.6,"86.8","80.0",80,"East Asia and Pacific"
"457","Paraguay",2015,10920031446900,"PRY",1.88e+14,0.0580852736537234,-2.84584311276459,30.0216199659939,5.75,"PRY",9.749454783,0.228528375,-0.63956,-0.602473,61.1,30,"24.0","N/A",96,81.9,58.4,78.3,"81.4","75.0",60,"Latin America and The Caribbean"
"458","Peru",2015,48890028423.91,"PER",6.04e+11,0.0809437556687252,-2.51400073995948,24.6128392949217,3.75,"PER",14.92330459,0.20950845,-0.645699,-0.556697,67.7,40,"38.0","N/A",78.6,88.5,67.7,83.9,"87.0","70.0",60,"Latin America and The Caribbean"
"459","Philippines",2015,1005194935764.16,"PHL",1.33e+13,0.075578566598809,-2.58258254659114,27.6362026045651,4,"PHL",13.62760378,0.149592875,0.111666,0.653927,62.2,30,"36.0","N/A",79.1,89.3,55.3,78.8,"75.4","60.0",60,"East Asia and Pacific"
"460","Senegal",2015,913566572006,"SEN",1.05e+13,0.0870063401910476,-2.44177428722369,27.5406220858683,2.5,"SEN",15.77426099,0.130875775,-0.498182,-1.30014,57.8,40,"41.0","N/A",71.3,74.6,54.6,83,"74.0","60.0",40,"Sub-Saharan Africa"
"461","Singapore",2015,3.8432e+10,"SGP",4.23e+11,0.0908557919621749,-2.3984817331487,24.372156282844,1.23416666666667,"SGP",13.13977453,0.10712785,1.746,1.24691,89.4,90,"86.0","N/A",91.2,93.8,96.9,83.7,"90.0","85.0",80,"East Asia and Pacific"
"462","South Africa",2015,137990914480,"ZAF",4.05e+12,0.0340718307358025,-3.37928431421219,25.6504536828348,6.25,"ZAF",27.3427766,0.731975,0.303549,0.261409,62.6,50,"42.0","N/A",69.5,68.2,73,74.9,"76.6","50.0",60,"Sub-Saharan Africa"
"463","Switzerland",2015,67411500000,"CHE",6.54e+11,0.103075688073394,-2.27229172494801,24.9340814634556,-0.25,"CHE",9.8416036,0.570924975,2.15805,1.36086,80.5,90,"85.0","N/A",70.3,65.1,78.1,86.3,"90.0","85.0",80,"Europe and Central Asia"
"464","Thailand",2015,1539848124213.09,"THA",1.37e+13,0.112397673300226,-2.18571204191273,28.0627049068499,1.5,"THA",16.12835781,0.30135815,0.590169,0.992656,62.4,40,"35.0","N/A",81.5,81.4,72.5,69.9,"75.4","45.0",60,"East Asia and Pacific"
"465","Turkey",2015,103042636000,"TUR",2.34e+12,0.0440353145299145,-3.12276336402479,25.3584086812734,7.25,"TUR",18.23818729,0.72211465,0.133999,0.652583,63.2,45,"50.0","N/A",76.1,57.6,61,72.4,"84.6","75.0",60,"Europe and Central Asia"
"466","United Kingdom",2015,5.9671e+10,"GBR",1.9e+12,0.0314057894736842,-3.46076302492068,24.8121119771803,0.5,"GBR",25.09121291,0.477109675,1.6425,1.14639,75.8,90,"76.0","N/A",62.9,30.3,91.1,74.4,"88.0","90.0",80,"Europe and Central Asia"
"467","United States",2015,1.380759e+12,"USA",1.82e+13,0.0758658791208791,-2.5787882461082,27.9536544639031,0.375,"USA",11.2046032,0.268378,1.8166,1.12487,76.2,80,"73.0","N/A",66.2,51.8,88.8,76.6,"87.0","70.0",70,"North America"
